ArrestID,Incident,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Law,Crime LongID,Code Description,Attempt,Arrest type,Last 30 Days,City,State,Neighborhood Association,NeighborhoodXY
APD*210000902,"21,071,184",6/7/2021 0:00,19:34,25,M,B,N,PL,PL 145.00   03    AM4,CRIM MIS RCKLS PROP DAM GREATER THAN $250,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000846,"20,160,061",5/28/2021 0:00,13:35,25,M,B,N,PL,PL 240.30   01A   AM2,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001162,"21,087,605",7/10/2021 0:00,1:16,34,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000845,"21,066,139",5/28/2021 0:00,7:47,37,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001581,"21,118,904",9/8/2021 0:00,11:00,26,F,B,N,PL,PL 260.10         AM0,ENDANGERING WELFARE OF CHILD,C,Complaint,TRUE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001293,"21,099,499",8/3/2021 0:00,18:20,25,F,B,N,PL,PL 121.12         DF2,STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001289,"21,098,982",8/3/2021 0:00,8:58,22,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Complaint,FALSE,Albany,NY,White,
APD*210000854,"21,066,801",5/29/2021 0:00,16:10,53,F,B,N,PL,PL 140.05         0V0,TRESPASS,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001531,"21,115,877",9/2/2021 0:00,17:47,33,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,TRUE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000851,"19,162,172",5/29/2021 0:00,1:00,35,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,A,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001150,"21,075,488",7/9/2021 0:00,8:18,30,M,W,N,PL,PL 121.12         DF2,STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001520,"21,115,694",9/2/2021 0:00,12:00,45,M,W,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Crime in Progress,TRUE,Albany,NY,Melrose,POINT (-73.7990796239 42.6727006271)
APD*210000903,"21,071,212",6/7/2021 0:00,20:52,44,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001399,"21,106,680",8/19/2021 0:00,9:40,36,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001702,"21,124,250",9/18/2021 0:00,6:07,53,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,,Crime in Progress,TRUE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001783,"21,123,957",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000967,"21,075,317",6/16/2021 0:00,1:07,34,M,B,N,PL,PL 215.51   BV    EF1,CRIM CONTEMPT-1ST-PHY CONTACT,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001456,"21,105,343",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001041,"20,043,445",6/24/2021 0:00,8:00,19,M,B,N,PL,PL 220.16         BF3,CRIM POSS CONTR SUBST,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001033,"21,079,352",6/24/2021 0:00,4:26,32,M,B,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001059,"20,043,445",6/24/2021 0:00,14:30,27,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001038,"20,043,445",6/24/2021 0:00,7:20,29,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001350,"21,104,789",8/12/2021 0:00,16:48,18,M,W,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001034,"20,043,445",6/24/2021 0:00,6:00,28,M,B,N,PL,PL 265.11         DF3,CRIM SALE OF FIREARM 3RD-DEG,A,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001042,"20,043,445",6/24/2021 0:00,8:30,52,F,W,N,PL,PL 220.39         BF3,CRIM SALE CONTRL SUBST,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001462,"21,105,911",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001062,"20,043,445",6/24/2021 0:00,14:30,27,M,W,H,PL,PL 105.15         BF2,CONSPIRACY -2ND,,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001035,"20,043,445",6/24/2021 0:00,6:00,19,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001094,"20,043,445",6/24/2021 0:00,16:00,18,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Arrest Warrant,FALSE,Albany,NY,White,
APD*210000910,"21,051,828",6/8/2021 0:00,14:00,27,F,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001343,"21,104,254",8/11/2021 0:00,16:58,75,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,White,
APD*210001339,"21,103,902",8/11/2021 0:00,0:20,34,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000907,"21,042,052",6/8/2021 0:00,9:30,31,F,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001044,"20,043,445",6/24/2021 0:00,8:38,38,F,W,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001055,"20,043,445",6/24/2021 0:00,13:45,50,M,W,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001063,"20,043,445",6/24/2021 0:00,15:00,52,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Arrest Warrant,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000908,"21,053,486",6/8/2021 0:00,10:00,30,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001040,"20,043,445",6/24/2021 0:00,7:30,39,M,W,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001045,"20,043,445",6/24/2021 0:00,7:30,31,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001058,"20,043,445",6/24/2021 0:00,14:46,41,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000905,"21,071,300",6/8/2021 0:00,0:17,32,M,B,N,PL,PL 140.30   02    BF1,BURG/ILL NIGHT ENTRY CAUS INJ,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001164,"20,122,489",7/10/2021 0:00,1:11,28,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,White,
APD*210001148,"20,166,701",7/8/2021 0:00,16:50,35,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001776,"21,115,404",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001095,"20,043,445",6/30/2021 0:00,10:00,19,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000974,"21,075,456",6/16/2021 0:00,11:00,28,M,W,N,PL,PL 130.25   02    EF3,"RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21",C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001451,"21,112,791",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001461,"21,101,663",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001056,"20,043,445",6/24/2021 0:00,14:00,51,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001037,"20,043,445",6/24/2021 0:00,7:00,47,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001046,"20,043,445",6/24/2021 0:00,11:00,48,M,W,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001039,"20,043,445",6/24/2021 0:00,7:45,28,M,B,N,PL,PL 220.39         BF3,CRIM SALE CONTRL SUBST,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001052,"20,043,445",6/24/2021 0:00,10:37,50,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210001064,"21,079,825",6/24/2021 0:00,21:05,29,M,W,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001097,"21,034,179",6/30/2021 0:00,15:35,24,M,B,N,PL,PL 120.06         CF2,GANG ASSAULT 2ND DEGREE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001452,"21,105,960",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001442,"21,022,622",8/27/2021 0:00,10:20,38,M,B,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001160,"21,087,604",7/10/2021 0:00,1:11,27,F,W,N,PL,PL 165.05   01    AM3,UNAUTH USE VEH W/O OWNR CONST,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001785,"21,129,135",9/26/2021 0:00,22:51,39,F,B,N,PL,PL 265.01   02    AM4,CRIM POSS WEAP W/INT TO USE,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001546,"21,116,621",9/3/2021 0:00,23:48,26,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,TRUE,Albany,NY,White,
APD*210001163,"21,008,985",7/10/2021 0:00,1:11,28,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,White,
APD*210001545,"21,116,571",9/3/2021 0:00,21:36,28,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,TRUE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001161,"21,087,604",7/10/2021 0:00,1:03,28,M,W,N,PL,PL 165.50         DF3,CRIM POSS STLN PROP GREATER THAN $3000,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001152,"21,034,179",7/9/2021 0:00,16:00,25,M,B,N,PL,PL 120.06         CF2,GANG ASSAULT 2ND DEGREE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001205,"21,091,801",7/18/2021 0:00,18:11,52,M,B,N,PL,PL 240.20   03    0V0,DIS/CON  OBSCENE LANG/GESTURES,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001708,"21,094,987",9/19/2021 0:00,21:53,26,F,B,N,PL,PL 155.30   05    EF4,GR LAR 4 PROPERTY FROM PERSON,C,Arrest Warrant,TRUE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001347,"21,104,383",8/11/2021 0:00,21:15,40,M,W,N,PL,PL 220.16   12    BF3,CRIM POSS CONTR SUB/NARCO,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210001344,"21,104,342",8/11/2021 0:00,19:26,52,M,W,N,PL,PL 165.15   02    AM0,FAIL PAY-SERV BASED ON STEALTH,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001710,"21,125,213",9/19/2021 0:00,23:25,26,F,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001538,"21,100,970",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001537,"21,100,918",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001534,"21,045,799",9/3/2021 0:00,9:15,34,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,A,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001444,"21,067,453",8/27/2021 0:00,21:35,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,A,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210001539,"21,100,966",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001201,"21,091,595",7/18/2021 0:00,5:18,30,M,W,N,PL,PL 240.55   02    EF2,FLS REPORT INCIDENT-2ND:EMERG,C,Complaint,FALSE,Albany,NY,White,
APD*210001445,"21,112,833",8/27/2021 0:00,21:35,18,M,B,N,PL,PL 190.25   01    AM2,CRIM IMPERS  ANOTHR PERS W/INT,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000981,"21,075,903",6/17/2021 0:00,9:41,33,M,B,N,PL,PL 245.00   A     BM0,PUBLIC LEWDNESS-EXPOSE ONE'S PRIVATE PARTS IN A PUBLIC PLACE,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000979,"21,075,909",6/17/2021 0:00,12:00,33,M,B,N,PL,PL 245.00   A     BM0,PUBLIC LEWDNESS-EXPOSE ONE'S PRIVATE PARTS IN A PUBLIC PLACE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001446,"21,105,873",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001707,"21,125,099",9/19/2021 0:00,20:34,47,F,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,TRUE,Albany,NY,White,
APD*210001193,"21,034,240",3/21/2021 0:00,2:01,24,M,B,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Arrest Warrant,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001450,"21,099,745",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000983,"21,075,899",6/17/2021 0:00,9:14,33,M,B,N,PL,PL 245.00   A     BM0,PUBLIC LEWDNESS-EXPOSE ONE'S PRIVATE PARTS IN A PUBLIC PLACE,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000982,"21,021,479",6/17/2021 0:00,13:15,50,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,White,
APD*210000980,"21,075,941",6/17/2021 0:00,12:00,33,M,B,N,PL,PL 245.00   A     BM0,PUBLIC LEWDNESS-EXPOSE ONE'S PRIVATE PARTS IN A PUBLIC PLACE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001244,"21,085,273",7/26/2021 0:00,11:45,22,M,B,N,PL,PL 155.30   05    EF4,GR LAR 4 PROPERTY FROM PERSON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001253,"21,080,661",7/26/2021 0:00,15:30,33,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001110,"21,076,201",7/1/2021 0:00,15:05,31,M,W,N,PL,PL 130.96         AF0,PRED SEX ASLT AGAINST CHILD:SPECIFIED OFFENSE AGNST CHILD<13,C,Complaint,FALSE,Albany,NY,White,
APD*210001457,"21,105,338",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001340,"21,104,149",8/11/2021 0:00,13:11,34,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210001112,"21,083,345",7/1/2021 0:00,18:41,48,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001779,"21,124,588",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001245,"21,091,719",7/26/2021 0:00,12:00,26,M,B,H,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Arrest Warrant,FALSE,Albany,NY,White,
APD*210001111,"21,047,455",7/1/2021 0:00,17:06,50,F,B,N,PL,PL 160.15   03    BF1,ROB  FORCBLE THEFT W/USE-INSTRM,C,Complaint,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001453,"21,099,744",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001257,"21,096,114",7/26/2021 0:00,20:28,50,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001262,"21,096,108",7/26/2021 0:00,20:51,35,M,B,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001541,"21,091,605",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001535,"21,100,981",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001296,"14,172,099",8/4/2021 0:00,17:05,42,F,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001540,"21,101,635",9/3/2021 0:00,12:00,24,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001780,"21,124,598",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001454,"21,101,644",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001448,"21,105,285",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001443,"21,112,695",8/27/2021 0:00,17:56,29,M,B,H,PL,PL 160.10   02A   CF2,ROB 2 CAUSES PHYSICAL INJURY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001778,"21,115,210",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001409,"21,109,474",8/21/2021 0:00,22:14,44,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Crime in Progress,FALSE,Albany,NY,Buckingham Lake,POINT (-73.8077747933 42.6643540181)
APD*210001407,"21,108,488",8/21/2021 0:00,22:14,44,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Other,FALSE,Albany,NY,Buckingham Lake,POINT (-73.8077747933 42.6643540181)
APD*210001405,"21,109,178",8/21/2021 0:00,2:15,35,M,B,H,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001460,"21,101,662",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001406,"21,109,485",8/21/2021 0:00,18:12,24,M,B,U,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001410,"21,109,592",8/21/2021 0:00,22:13,44,M,W,N,PL,PL 140.35         AM0,POSSESSION OF BURGLAR TOOLS,C,Crime in Progress,FALSE,Albany,NY,Buckingham Lake,POINT (-73.8077747933 42.6643540181)
APD*210001458,"21,099,734",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001447,"21,078,228",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001773,"21,103,216",9/26/2021 0:00,1:55,24,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001782,"21,125,018",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001459,"21,103,130",8/27/2021 0:00,23:30,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001781,"21,124,605",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001267,"21,094,458",7/27/2021 0:00,19:00,67,M,W,N,PL,PL 120.45   01    BM4,STALKING 4TH - CAUSE FEAR,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001266,"21,096,581",7/27/2021 0:00,17:32,20,M,B,N,PL,PL 140.15   01    AM2,CRIMINAL TRESPASS 2ND,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001626,"21,120,338",9/10/2021 0:00,23:32,53,F,B,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,TRUE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001624,"21,066,801",9/10/2021 0:00,23:32,53,F,B,N,PL,PL 140.05         0V0,TRESPASS,C,Arrest Warrant,TRUE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001268,"21,096,663",7/27/2021 0:00,21:24,21,M,B,N,PL,PL 175.35         EF1,OFFER FILE FALSE INSTRUMNT-1ST,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
